provider,sendCurrency,receiveCurrency,sendAmount,exchangeRate,receiveAmount,fee,timestamp,success,error,validationStatus,deviationFromMid,boundsMin,boundsMax
Wise,GBP,MXN,1000,23.0922,23092.199999999997,,2026-05-17T10:03:38.641Z,true,,valid,-10.5,21.93,29.67
Wise,GBP,NGN,1000,1823.03,1823030,,2026-05-17T10:03:41.775Z,true,,valid,-11.1,1537.5,2562.5
Wise,GBP,PHP,1000,82.0627,82062.70000000001,,2026-05-17T10:03:44.803Z,true,,valid,6.9,65.28,88.32
Wise,GBP,PKR,1000,371.252,371252,,2026-05-17T10:03:47.817Z,true,,valid,-1,318.75,431.25
Wise,PLN,GHS,1000,3.1289,3128.8999999999996,,2026-05-17T10:03:51.059Z,true,,suspect,-17.7,3.23,4.37
Wise,PLN,INR,1000,26.2677,26267.7,,2026-05-17T10:03:56.333Z,true,,suspect,22.2,18.27,24.72
Wise,PLN,KES,1000,35.4069,35406.9,,2026-05-17T10:04:01.494Z,true,,valid,7.9,27.88,37.72
Wise,PLN,MXN,1000,4.7419,4741.900000000001,,2026-05-17T10:04:04.613Z,true,,valid,-3.2,4.17,5.63
Wise,PLN,NGN,1000,374.353,374353,,2026-05-17T10:04:07.833Z,true,,valid,-4.7,294.75,491.25
Wise,PLN,PHP,1000,16.8513,16851.3,,2026-05-17T10:04:10.978Z,true,,suspect,15.4,12.41,16.79
Wise,PLN,PKR,1000,75.26396000000001,75263.96,,2026-05-17T10:04:16.118Z,true,,valid,6,60.35,81.65
Wise,USD,GHS,1000,11.435,11435,,2026-05-17T10:04:19.065Z,true,,suspect,-23.8,12.75,17.25
Wise,USD,INR,1000,95.9992,95999.2,,2026-05-17T10:04:24.054Z,true,,valid,12.3,72.67,98.32
Wise,USD,KES,1000,129.4,129400,,2026-05-17T10:04:27.055Z,true,,valid,-0.5,110.5,149.5
Wise,USD,MXN,1000,17.33,17330,,2026-05-17T10:04:30.021Z,true,,valid,-11.1,16.57,22.42
Wise,USD,NGN,1000,1368.13,1368130,,2026-05-17T10:04:33.073Z,true,,valid,-11.7,1162.5,1937.5
Wise,USD,PHP,1000,61.5855,61585.5,,2026-05-17T10:04:36.100Z,true,,valid,6.2,49.3,66.7
Wise,USD,PKR,1000,278.613,278613,,2026-05-17T10:04:39.441Z,true,,valid,-1.6,240.55,325.45
Remitly,AED,GHS,1000,3.1155,3115.5,,2026-05-17T10:04:40.476Z,true,,suspect,-24,3.48,4.71
Remitly,AED,INR,1000,26.18,26180,,2026-05-17T10:04:46.712Z,true,,valid,12.4,19.8,26.79
Remitly,AED,KES,1000,35.05,35050,,2026-05-17T10:04:50.294Z,true,,valid,-1,30.09,40.71
Remitly,AED,MXN,1000,4.7088,4708.8,,2026-05-17T10:04:54.015Z,true,,valid,-11.2,4.5,6.09
Remitly,AED,NGN,1000,372.96,372960,,2026-05-17T10:04:57.526Z,true,,valid,-11.6,316.5,527.5
Remitly,AED,PHP,1000,16.84,16840,,2026-05-17T10:05:01.257Z,true,,valid,6.6,13.43,18.17
Remitly,AED,PKR,1000,76.65,76650,,2026-05-17T10:05:05.118Z,true,,valid,-0.5,65.45,88.55
Remitly,AUD,GHS,1000,8.1163,8116.300000000001,,2026-05-17T10:05:08.714Z,true,,valid,-14.6,8.07,10.92
Remitly,AUD,INR,1000,69.28,69280,,2026-05-17T10:05:12.433Z,true,,suspect,27.1,46.32,62.67
Remitly,AUD,KES,1000,94.89,94890,,2026-05-17T10:05:18.675Z,true,,valid,14.3,70.55,95.45
Remitly,AUD,MXN,1000,12.32,12320,,2026-05-17T10:05:22.198Z,true,,valid,0.2,10.46,14.14
Remitly,AUD,NGN,1000,1011.03,1011030,,2026-05-17T10:05:25.845Z,true,,valid,3.2,735,1225
Remitly,AUD,PHP,1000,45.47,45470,,2026-05-17T10:05:29.429Z,true,,suspect,23.6,31.28,42.32
Remitly,AUD,PKR,1000,207.36,207360,,2026-05-17T10:05:36.152Z,true,,suspect,15.2,153,207
Remitly,CAD,GHS,1000,8.1938,8193.8,,2026-05-17T10:05:42.589Z,true,,suspect,-25.5,9.35,12.65
Remitly,CAD,INR,1000,70.79,70790,,2026-05-17T10:05:48.933Z,true,,valid,13.3,53.13,71.88
Remitly,CAD,KES,1000,96.71,96710,,2026-05-17T10:05:52.727Z,true,,valid,1.8,80.75,109.25
Remitly,CAD,MXN,1000,13.1,13100,,2026-05-17T10:05:56.410Z,true,,valid,-7.7,12.07,16.33
Remitly,CAD,NGN,1000,1021.6,1021600,,2026-05-17T10:06:00.095Z,true,,valid,-9.6,847.5,1412.5
Remitly,CAD,PHP,1000,45.46,45460,,2026-05-17T10:06:03.699Z,true,,valid,7,36.13,48.87
Remitly,CAD,PKR,1000,206.9,206900,,2026-05-17T10:06:07.508Z,true,,valid,0,175.95,238.05
Remitly,EUR,GHS,1000,13.2849,13284.9,,2026-05-17T10:06:11.235Z,true,,suspect,-21.9,14.45,19.55
Remitly,EUR,INR,1000,113.09,113090,,2026-05-17T10:06:17.414Z,true,,suspect,17.2,82.02,110.97
Remitly,EUR,KES,1000,152.12,152120,,2026-05-17T10:06:23.776Z,true,,valid,3.5,124.95,169.05
Remitly,EUR,MXN,1000,20.25,20250,,2026-05-17T10:06:27.460Z,true,,valid,-8,18.7,25.3
Remitly,EUR,NGN,1000,1611.86,1611860,,2026-05-17T10:06:31.025Z,true,,valid,-8.4,1320,2200
Remitly,EUR,PHP,1000,71.73,71730,,2026-05-17T10:06:34.800Z,true,,valid,9.5,55.67,75.32
Remitly,EUR,PKR,1000,331.67,331670,,2026-05-17T10:06:38.435Z,true,,valid,3.6,272,368
Remitly,GBP,GHS,1000,15.2559,15255.9,,2026-05-17T10:06:42.002Z,true,,suspect,-23.7,17,23
Remitly,GBP,INR,1000,129.1,129100,,2026-05-17T10:06:48.072Z,true,,valid,13.7,96.47,130.52
Remitly,GBP,KES,1000,170.33,170330,,2026-05-17T10:06:51.640Z,true,,valid,-1,146.2,197.8
Remitly,GBP,MXN,1000,22.85,22850,,2026-05-17T10:06:55.427Z,true,,valid,-11.4,21.93,29.67
Remitly,GBP,NGN,1000,1862.05,1862050,,2026-05-17T10:06:59.123Z,true,,valid,-9.2,1537.5,2562.5
Remitly,GBP,PHP,1000,,,,2026-05-17T10:07:02.818Z,false,unable to acquire,,,,
Remitly,GBP,PKR,1000,,,,2026-05-17T10:07:07.521Z,false,unable to acquire,,,,
Remitly,PLN,GHS,1000,,,,2026-05-17T10:07:12.097Z,false,unable to acquire,,,,
Remitly,PLN,INR,1000,,,,2026-05-17T10:07:16.706Z,false,unable to acquire,,,,
Remitly,PLN,KES,1000,,,,2026-05-17T10:07:21.250Z,false,unable to acquire,,,,
Remitly,PLN,MXN,1000,,,,2026-05-17T10:07:25.801Z,false,unable to acquire,,,,
Remitly,PLN,NGN,1000,,,,2026-05-17T10:07:30.330Z,false,unable to acquire,,,,
Remitly,PLN,PHP,1000,,,,2026-05-17T10:07:34.880Z,false,unable to acquire,,,,
